time,etco2,tv,relative_tv,relative_tv_story,pplat,relative_pplat,relative_pplat_story,spo2,max_spo2,rr_co2,hr,sbp,sbp_duplicate,mbp,mbp_duplicate,dbp,dbp_duplicate,tof,tof_ratio,mac,bis,temp
59,4.6,479,232.0,232.0,20,122.0,122.0,98,100,14,99,109,109,80,80,65,65,0,0,1.0,41,36.1
60,4.6,459,222.3,232.0,20,122.0,122.0,98,100,14,99,109,,80,,65,,0,0,1.0,41,36.1
61,4.6,459,222.3,232.0,20,122.0,122.0,98,100,14,99,109,,80,,65,,0,0,1.0,41,36.1
62,4.6,459,222.3,232.0,20,122.0,122.0,98,100,14,99,109,,80,,65,,0,0,1.0,41,36.1
63,4.6,459,222.3,222.3,20,122.0,122.0,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
64,4.6,450,217.9,222.3,21,128.1,122.0,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
65,4.6,450,217.9,222.3,21,128.1,122.0,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
66,4.6,450,217.9,222.3,21,128.1,122.0,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
67,4.6,450,217.9,217.9,21,128.1,128.1,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
68,4.6,469,227.1,217.9,23,140.3,128.1,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
69,4.6,469,227.1,217.9,23,140.3,128.1,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
70,4.6,469,227.1,217.9,23,140.3,128.1,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
71,4.6,469,227.1,227.1,23,140.3,140.3,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
72,4.6,487,235.8,227.1,25,152.5,140.3,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
73,4.6,487,235.8,227.1,25,152.5,140.3,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
74,4.6,487,235.8,227.1,25,152.5,140.3,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
75,4.6,487,235.8,235.8,25,152.5,152.5,99,100,14,100,109,,80,,65,,0,0,1.0,41,36.1
76,4.7,445,215.5,235.8,21,128.1,152.5,99,100,14,100,109,,80,,65,,0,0,1.0,40,36.0
77,4.7,445,215.5,235.8,21,128.1,152.5,99,100,14,100,109,,80,,65,,0,0,1.0,40,36.0
78,4.7,445,215.5,235.8,21,128.1,152.5,99,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
79,4.7,445,215.5,215.5,21,128.1,128.1,99,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
80,4.7,467,226.2,215.5,24,146.4,128.1,99,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
81,4.7,467,226.2,215.5,24,146.4,128.1,99,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
82,4.7,467,226.2,215.5,24,146.4,128.1,99,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
83,4.7,467,226.2,226.2,24,146.4,146.4,99,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
84,4.7,450,217.9,226.2,22,134.2,146.4,98,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
85,4.7,450,217.9,226.2,22,134.2,146.4,98,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
86,4.7,450,217.9,226.2,22,134.2,146.4,98,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
87,4.7,450,217.9,217.9,22,134.2,134.2,98,100,14,98,109,,80,,65,,0,0,1.0,40,36.0
88,4.7,460,222.8,217.9,21,128.1,134.2,98,100,14,98,109,,80,,65,,0,0,1.0,40,36.0
89,4.7,460,222.8,217.9,21,128.1,134.2,98,100,14,98,109,,80,,65,,0,0,1.0,40,36.0
90,4.7,460,222.8,217.9,21,128.1,134.2,98,100,14,98,109,,80,,65,,0,0,1.0,40,36.0
91,4.7,460,222.8,222.8,21,128.1,128.1,98,100,14,98,109,,80,,65,,0,0,1.0,40,36.0
92,4.7,490,237.3,222.8,25,152.5,128.1,98,100,14,98,109,,80,,65,,0,0,1.0,40,36.0
93,4.7,490,237.3,222.8,25,152.5,128.1,98,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
94,4.6,490,237.3,222.8,25,152.5,128.1,98,100,14,99,109,,80,,65,,0,0,1.0,40,36.0
95,4.6,490,237.3,237.3,25,152.5,152.5,97,100,14,100,109,,80,,65,,0,0,1.0,40,36.0
96,4.6,445,215.5,237.3,27,164.7,152.5,97,100,14,100,109,,80,,65,,0,0,1.0,40,36.0
97,4.6,445,215.5,237.3,27,164.7,152.5,97,100,14,101,109,,80,,65,,0,0,1.0,40,36.0
98,4.5,445,215.5,237.3,27,164.7,152.5,97,100,14,101,109,,80,,65,,0,0,1.0,40,36.0
99,4.5,445,215.5,215.5,27,164.7,164.7,97,100,14,101,109,,80,,65,,0,0,1.0,40,36.0
100,4.5,362,175.3,215.5,28,170.8,164.7,97,100,14,102,109,,80,,65,,0,0,1.0,40,36.0
101,4.5,362,175.3,215.5,28,170.8,164.7,96,100,14,102,109,,80,,65,,0,0,1.0,40,36.0
102,4.4,362,175.3,215.5,28,170.8,164.7,96,100,14,103,109,,80,,65,,0,0,1.0,40,36.0
103,4.4,362,175.3,175.3,28,170.8,170.8,96,100,14,103,109,,80,,65,,0,0,1.0,40,36.0
104,4.4,439,212.6,175.3,28,170.8,170.8,96,100,14,103,109,,80,,65,,0,0,1.0,40,36.0
105,4.4,439,212.6,175.3,28,170.8,170.8,96,100,14,104,109,,80,,65,,0,0,1.0,41,36.0
106,4.4,439,212.6,175.3,28,170.8,170.8,96,100,14,104,109,,80,,65,,0,0,1.0,41,36.0
107,4.3,439,212.6,212.6,28,170.8,170.8,95,100,14,105,109,,80,,65,,0,0,1.0,41,36.0
108,4.3,373,180.6,212.6,29,176.9,170.8,95,100,14,105,109,,80,,65,,0,0,1.0,41,36.0
109,4.3,373,180.6,212.6,29,176.9,170.8,95,100,14,106,109,,80,,65,,0,0,1.0,41,36.0
110,4.3,373,180.6,212.6,29,176.9,170.8,95,100,14,106,109,,80,,65,,0,0,1.0,41,36.0
111,4.2,373,180.6,180.6,29,176.9,176.9,95,100,14,106,109,,80,,65,,0,0,1.0,41,36.0
112,4.2,425,205.8,180.6,27,164.7,176.9,95,100,14,107,109,,80,,65,,0,0,1.0,41,36.0
113,4.2,425,205.8,180.6,27,164.7,176.9,94,100,14,107,109,,80,,65,,0,0,1.0,41,36.0
114,4.2,425,205.8,180.6,27,164.7,176.9,94,100,14,108,109,,80,,65,,0,0,1.0,41,36.0
115,4.1,425,205.8,205.8,27,164.7,164.7,94,100,14,108,109,,80,,65,,0,0,1.0,41,36.0
116,4.1,397,192.3,205.8,30,183.0,164.7,94,100,14,109,109,,80,,65,,0,0,1.0,41,36.0
117,4.1,397,192.3,205.8,30,183.0,164.7,94,100,14,109,109,,80,,65,,0,0,1.0,41,36.0
118,4.1,397,192.3,205.8,30,183.0,164.7,94,100,14,109,109,,80,,65,,0,0,1.0,41,35.9
119,4.0,397,192.3,192.3,30,183.0,183.0,93,100,14,110,85,85,59,59,46,46,0,0,1.0,41,35.9
120,4.0,381,184.5,192.3,28,170.8,183.0,93,100,14,110,85,,59,,46,,0,0,1.0,41,35.9
121,4.0,381,184.5,192.3,28,170.8,183.0,93,100,14,111,85,,59,,46,,0,0,1.0,41,35.9
122,4.0,381,184.5,192.3,28,170.8,183.0,93,100,14,111,85,,59,,46,,0,0,1.0,41,35.9
123,4.0,381,184.5,184.5,28,170.8,170.8,93,100,14,111,85,,59,,46,,0,0,1.0,41,35.9
124,4.0,379,183.5,184.5,29,176.9,170.8,93,100,14,112,85,,59,,46,,0,0,1.0,41,35.9
125,4.0,379,183.5,184.5,29,176.9,170.8,92,100,14,112,85,,59,,46,,0,0,1.0,41,35.9
126,4.0,379,183.5,184.5,29,176.9,170.8,92,100,14,112,85,,59,,46,,0,0,1.0,41,35.9
127,4.0,379,183.5,183.5,29,176.9,176.9,92,100,14,113,85,,59,,46,,0,0,1.0,41,35.9
128,4.0,424,205.3,183.5,30,183.0,176.9,92,100,14,113,85,,59,,46,,0,0,1.0,41,35.9
129,4.0,424,205.3,183.5,30,183.0,176.9,92,100,14,113,85,,59,,46,,0,0,1.0,41,35.9
130,4.0,424,205.3,183.5,30,183.0,176.9,92,100,14,113,85,,59,,46,,0,0,1.0,41,35.9
131,3.9,424,205.3,205.3,30,183.0,183.0,92,100,14,114,85,,59,,46,,0,0,1.0,41,35.9
132,3.9,381,184.5,205.3,29,176.9,183.0,92,100,14,114,85,,59,,46,,0,0,1.0,42,35.9
133,3.9,381,184.5,205.3,29,176.9,183.0,92,100,14,114,85,,59,,46,,0,0,1.0,42,35.9
134,3.9,381,184.5,205.3,29,176.9,183.0,92,100,14,115,85,,59,,46,,0,0,1.0,42,35.9
135,3.9,381,184.5,184.5,29,176.9,176.9,91,100,14,115,85,,59,,46,,0,0,1.0,42,35.9
136,3.9,378,183.1,184.5,27,164.7,176.9,91,100,14,115,85,,59,,46,,0,0,1.0,42,35.9
137,3.9,378,183.1,184.5,27,164.7,176.9,91,100,14,116,85,,59,,46,,0,0,1.0,42,35.9
138,3.9,378,183.1,184.5,27,164.7,176.9,91,100,14,116,85,,59,,46,,0,0,1.0,42,35.9
139,3.9,378,183.1,183.1,27,164.7,164.7,91,100,14,116,85,,59,,46,,0,0,1.0,42,35.9
140,3.9,413,200.0,183.1,27,164.7,164.7,91,100,14,117,85,,59,,46,,0,0,1.0,42,35.9
141,3.9,413,200.0,183.1,27,164.7,164.7,91,100,14,117,85,,59,,46,,0,0,1.0,42,35.9
142,3.9,413,200.0,183.1,27,164.7,164.7,91,100,14,117,85,,59,,46,,0,0,1.0,42,35.9
143,3.9,413,200.0,200.0,27,164.7,164.7,91,100,14,118,85,,59,,46,,0,0,1.0,42,35.9
144,3.9,395,191.3,200.0,29,176.9,164.7,91,100,14,118,85,,59,,46,,0,0,1.0,42,35.9
145,3.9,395,191.3,200.0,29,176.9,164.7,91,100,14,118,85,,59,,46,,0,0,1.0,42,35.9
146,3.9,395,191.3,200.0,29,176.9,164.7,91,100,14,118,85,,59,,46,,0,0,1.0,42,35.9
147,3.9,395,191.3,191.3,29,176.9,176.9,91,100,14,119,85,,59,,46,,0,0,1.0,42,35.9
148,3.9,433,209.7,191.3,28,170.8,176.9,91,100,14,119,85,,59,,46,,0,0,1.0,42,35.9
149,3.9,433,209.7,191.3,28,170.8,176.9,90,100,14,119,85,,59,,46,,0,0,1.0,42,35.9
150,3.8,433,209.7,191.3,28,170.8,176.9,90,100,14,120,85,,59,,46,,0,0,1.0,42,35.9
151,3.8,433,209.7,209.7,28,170.8,170.8,90,100,14,120,85,,59,,46,,0,0,1.0,42,35.9
152,3.8,370,179.2,209.7,28,170.8,170.8,90,100,14,120,85,,59,,46,,0,0,1.0,42,35.9
153,3.8,370,179.2,209.7,28,170.8,170.8,90,100,14,121,85,,59,,46,,0,0,1.0,42,35.9
154,3.8,370,179.2,209.7,28,170.8,170.8,90,100,14,121,85,,59,,46,,0,0,1.0,42,35.9
155,3.8,370,179.2,179.2,28,170.8,170.8,90,100,14,121,85,,59,,46,,0,0,1.0,42,35.9
156,3.8,425,205.8,179.2,29,176.9,170.8,90,100,14,122,85,,59,,46,,0,0,1.0,42,35.9
157,3.8,425,205.8,179.2,29,176.9,170.8,90,100,14,122,85,,59,,46,,0,0,1.0,42,35.9
158,3.8,425,205.8,179.2,29,176.9,170.8,90,100,14,122,85,,59,,46,,0,0,1.0,42,35.9
159,3.8,425,205.8,205.8,29,176.9,176.9,90,100,14,123,85,,59,,46,,0,0,1.0,43,35.9
160,3.8,351,170.0,205.8,26,158.6,176.9,90,100,14,123,85,,59,,46,,0,0,1.0,43,35.9
161,3.8,351,170.0,205.8,26,158.6,176.9,90,100,14,123,85,,59,,46,,0,0,1.0,43,35.9
162,3.8,351,170.0,205.8,26,158.6,176.9,90,100,14,123,85,,59,,46,,0,0,1.0,43,35.9
163,3.8,351,170.0,170.0,26,158.6,158.6,90,100,14,124,85,,59,,46,,0,0,1.0,43,35.9
164,3.8,424,205.3,170.0,28,170.8,158.6,90,100,14,124,85,,59,,46,,0,0,1.0,43,35.9
165,3.8,424,205.3,170.0,28,170.8,158.6,90,100,14,124,85,,59,,46,,0,0,1.0,43,35.9
166,3.8,424,205.3,170.0,28,170.8,158.6,90,100,14,125,85,,59,,46,,0,0,1.0,43,35.9
167,3.8,424,205.3,205.3,28,170.8,170.8,90,100,14,125,85,,59,,46,,0,0,1.0,43,35.9
168,3.8,351,170.0,205.3,30,183.0,170.8,90,100,14,125,85,,59,,46,,0,0,1.0,43,35.9
169,3.7,351,170.0,205.3,30,183.0,170.8,90,100,14,126,85,,59,,46,,0,0,1.0,43,35.9
170,3.7,351,170.0,205.3,30,183.0,170.8,90,100,14,126,85,,59,,46,,0,0,1.0,43,35.9
171,3.7,351,170.0,170.0,30,183.0,183.0,90,100,14,126,85,,59,,46,,0,0,1.0,43,35.8
172,3.7,378,183.1,170.0,28,170.8,183.0,90,100,14,127,85,,59,,46,,0,0,1.0,43,35.8
173,3.7,378,183.1,170.0,28,170.8,183.0,90,100,14,127,85,,59,,46,,0,0,1.0,43,35.8
174,3.7,378,183.1,170.0,28,170.8,183.0,90,100,14,127,85,,59,,46,,0,0,1.0,43,35.8
175,3.7,378,183.1,183.1,28,170.8,170.8,90,100,14,128,85,,59,,46,,0,0,1.0,43,35.8
176,3.7,431,208.7,183.1,29,176.9,170.8,90,100,14,128,85,,59,,46,,0,0,1.0,43,35.8
177,3.7,431,208.7,183.1,29,176.9,170.8,90,100,14,128,85,,59,,46,,0,0,1.0,43,35.8
178,3.7,431,208.7,183.1,29,176.9,170.8,91,100,14,128,85,,59,,46,,0,0,1.0,43,35.8
179,3.7,431,208.7,208.7,29,176.9,176.9,91,100,14,129,79,79,54,54,41,41,0,0,1.0,43,35.8
180,3.7,407,197.1,208.7,30,183.0,176.9,91,100,14,129,79,,54,,41,,0,0,1.0,43,35.8
181,3.7,407,197.1,208.7,30,183.0,176.9,91,100,14,129,79,,54,,41,,0,0,1.0,43,35.8
182,3.7,407,197.1,208.7,30,183.0,176.9,91,100,14,130,79,,54,,41,,0,0,1.0,43,35.8
183,3.7,407,197.1,197.1,30,183.0,183.0,91,100,14,130,79,,54,,41,,0,0,1.0,43,35.8
184,3.7,363,175.8,197.1,28,170.8,183.0,91,100,14,130,79,,54,,41,,0,0,1.0,43,35.8
185,3.7,363,175.8,197.1,28,170.8,183.0,91,100,14,130,79,,54,,41,,0,0,1.0,43,35.8
186,3.7,363,175.8,197.1,28,170.8,183.0,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
187,3.7,363,175.8,175.8,28,170.8,170.8,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
188,3.6,441,213.6,175.8,26,158.6,170.8,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
189,3.6,441,213.6,175.8,26,158.6,170.8,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
190,3.6,441,213.6,175.8,26,158.6,170.8,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
191,3.6,441,213.6,213.6,26,158.6,158.6,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
192,3.6,374,181.1,213.6,27,164.7,158.6,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
193,3.6,374,181.1,213.6,27,164.7,158.6,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
194,3.6,374,181.1,213.6,27,164.7,158.6,91,100,14,130,79,,54,,41,,0,0,1.0,44,35.8
195,3.6,374,181.1,181.1,27,164.7,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
196,3.6,412,199.5,181.1,30,183.0,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
197,3.6,412,199.5,181.1,30,183.0,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
198,3.6,412,199.5,181.1,30,183.0,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
199,3.6,412,199.5,199.5,30,183.0,183.0,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
200,3.6,376,182.1,199.5,28,170.8,183.0,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
201,3.6,376,182.1,199.5,28,170.8,183.0,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
202,3.6,376,182.1,199.5,28,170.8,183.0,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
203,3.6,376,182.1,182.1,28,170.8,170.8,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
204,3.6,392,189.8,182.1,27,164.7,170.8,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
205,3.6,392,189.8,182.1,27,164.7,170.8,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
206,3.6,392,189.8,182.1,27,164.7,170.8,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
207,3.6,392,189.8,189.8,27,164.7,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
208,3.6,396,191.8,189.8,26,158.6,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
209,3.7,396,191.8,189.8,26,158.6,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
210,3.7,396,191.8,189.8,26,158.6,164.7,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
211,3.7,396,191.8,191.8,26,158.6,158.6,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
212,3.7,373,180.6,191.8,28,170.8,158.6,91,100,14,131,79,,54,,41,,0,0,1.0,44,35.8
213,3.7,373,180.6,191.8,28,170.8,158.6,91,100,14,131,79,,54,,41,,0,0,1.0,45,35.8
214,3.7,373,180.6,191.8,28,170.8,158.6,91,100,14,131,79,,54,,41,,0,0,1.0,45,35.8
215,3.7,373,180.6,180.6,28,170.8,170.8,91,100,14,131,79,,54,,41,,0,0,1.0,45,35.8
216,3.7,382,185.0,180.6,30,183.0,170.8,91,100,14,131,79,,54,,41,,0,0,1.0,45,35.8
217,3.7,382,185.0,180.6,30,183.0,170.8,91,100,14,131,79,,54,,41,,0,0,1.0,45,35.8
218,3.7,382,185.0,180.6,30,183.0,170.8,91,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
219,3.7,382,185.0,185.0,30,183.0,183.0,91,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
220,3.7,346,167.6,185.0,28,170.8,183.0,91,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
221,3.7,346,167.6,185.0,28,170.8,183.0,91,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
222,3.7,346,167.6,185.0,28,170.8,183.0,91,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
223,3.7,346,167.6,167.6,28,170.8,170.8,91,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
224,3.7,372,180.2,167.6,27,164.7,170.8,91,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
225,3.6,372,180.2,167.6,27,164.7,170.8,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
226,3.6,372,180.2,167.6,27,164.7,170.8,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
227,3.6,372,180.2,180.2,27,164.7,164.7,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
228,3.6,347,168.0,180.2,29,176.9,164.7,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
229,3.6,347,168.0,180.2,29,176.9,164.7,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
230,3.6,347,168.0,180.2,29,176.9,164.7,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
231,3.6,347,168.0,168.0,29,176.9,176.9,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
232,3.6,367,177.7,168.0,28,170.8,176.9,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
233,3.6,367,177.7,168.0,28,170.8,176.9,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
234,3.5,367,177.7,168.0,28,170.8,176.9,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
235,3.5,367,177.7,177.7,28,170.8,170.8,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
236,3.5,386,186.9,177.7,27,164.7,170.8,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
237,3.5,386,186.9,177.7,27,164.7,170.8,90,100,14,132,79,,54,,41,,0,0,1.0,45,35.8
